"507","G","ZAR","DEM","81999898","1","1","","00000000"
"110","EURO","ITL","BEF","81999898","100","1","","00000000"
"507","P","MXN","DEM","81999898","100","1","","00000000"
"104","M","BEF","IEP","80009898","1","1","EURO","00000000"
"508","B","ATS","DEM","81999898","1","1","","00000000"
"110","EURO","ITL","NLG","81999898","100","1","","00000000"
"104","M","BEF","ITL","80009898","1","1","EURO","00000000"
"508","B","BEF","DEM","81999898","1","1","","00000000"
"110","EURO","LUF","BEF","81999898","1","1","","00000000"
"104","M","CHF","FIM","80009898","1","1","EURX","00000000"
"508","B","CAD","DEM","81999898","1","1","","00000000"
"104","M","CHF","IEP","80009898","1","1","EURX","00000000"
"110","EURO","LUF","NLG","81999898","100","1","","00000000"
"508","B","CHF","DEM","81999898","1","1","","00000000"
"110","EURO","NLG","BEF","81999898","1","1","","00000000"
"104","M","CHF","ITL","80009898","1","1","EURX","00000000"
"508","B","DEM","DEM","81999898","1","1","","00000000"
"110","EURO","PTE","BEF","81999898","1","1","","00000000"
"104","M","DEM","FIM","80009898","1","1","EURO","00000000"
"508","B","FIM","DEM","81999898","1","1","","00000000"
"110","EURO","PTE","NLG","81999898","100","1","","00000000"
"104","M","DEM","IEP","80009898","1","1","EURO","00000000"
"508","B","FRF","DEM","81999898","1","1","","00000000"
"110","EURX","CHF","BEF","81999898","1","1","","00000000"
"104","M","DEM","ITL","80009898","1","1","EURO","00000000"
"508","B","GBP","DEM","81999898","1","1","","00000000"
"110","EURX","CHF","NLG","81999898","1","1","","00000000"
"104","M","DKK","FIM","80009898","1","1","EURX","00000000"
"508","B","JPY","DEM","81999898","100","1","","00000000"
"110","EURX","DKK","BEF","81999898","1","1","","00000000"
"104","M","DKK","IEP","80009898","1","1","EURX","00000000"
"508","B","NLG","DEM","81999898","1","1","","00000000"
"110","EURX","DKK","NLG","81999898","1","1","","00000000"
"104","M","DKK","ITL","80009898","1","1","EURX","00000000"
"508","B","NOK","DEM","81999898","1","1","","00000000"
"110","EURX","EUR","BEF","81999898","1","1","","00000000"
"104","M","ESP","FIM","80009898","100","1","EURO","00000000"
"508","B","RUB","DEM","81999898","1","1","","00000000"
"110","EURX","EUR","NLG","81999898","1","1","","00000000"
"104","M","ESP","IEP","80009898","1","1","EURO","00000000"
"508","B","RUR","DEM","81999898","1","1","","00000000"
"110","EURX","GBP","BEF","81999898","1","1","","00000000"
"104","M","ESP","ITL","80009898","1","1","EURO","00000000"
"110","EURX","GBP","NLG","81999898","1","1","","00000000"
"508","B","SEK","DEM","81999898","1","1","","00000000"
